x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,PERIOD,CURRENT_FLAG,NORMAL_CODE,NORMAL_ID,PUBLICATION_CODE,DATE_CALCULATED,FIRST_OCCURRENCE_DATE,PROVINCE_CODE,PERIOD_BEGIN,PERIOD_END,FIRST_YEAR,FIRST_YEAR_NORMAL_PERIOD,LAST_YEAR,LAST_YEAR_NORMAL_PERIOD,YEAR_COUNT_NORMAL_PERIOD,TOTAL_OBS_COUNT,OCCURRENCE_COUNT,MAX_DURATION_MISSING_YEARS,PERCENT_OF_POSSIBLE_OBS,E_NORMAL_ELEMENT_NAME,F_NORMAL_ELEMENT_NAME,MONTH,VALUE
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.83.13,NORM,Y,E,83,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1994,14,4872,,1,99.41,Days with freezing rain or freezing drizzle,Jours avec pluie verglaçante ou bruine verglaçante,13,0.08
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.84.1,NORM,Y,E,84,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1994,14,434,,0,100,Days with thunderstorms,Jours avec orages,1,0
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.84.2,NORM,Y,E,84,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1994,13,367,,1,100,Days with thunderstorms,Jours avec orages,2,0.08
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.84.3,NORM,Y,E,84,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1994,14,434,,0,100,Days with thunderstorms,Jours avec orages,3,0.07
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.84.4,NORM,Y,E,84,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1994,14,420,,0,100,Days with thunderstorms,Jours avec orages,4,0
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.84.5,NORM,Y,E,84,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1994,14,434,,0,93.33,Days with thunderstorms,Jours avec orages,5,0.14
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.84.6,NORM,Y,E,84,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1994,14,420,,0,93.33,Days with thunderstorms,Jours avec orages,6,0
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.84.7,NORM,Y,E,84,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1994,14,434,,0,93.33,Days with thunderstorms,Jours avec orages,7,0.36
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.84.8,NORM,Y,E,84,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1993,13,403,,0,86.67,Days with thunderstorms,Jours avec orages,8,0.31
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.84.9,NORM,Y,E,84,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1991,11,330,,0,100,Days with thunderstorms,Jours avec orages,9,0.09
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.84.10,NORM,Y,E,84,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1993,13,403,,0,100,Days with thunderstorms,Jours avec orages,10,0
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.84.11,NORM,Y,E,84,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1993,13,390,,0,92.86,Days with thunderstorms,Jours avec orages,11,0
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.84.12,NORM,Y,E,84,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1993,13,403,,0,100,Days with thunderstorms,Jours avec orages,12,0
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.84.13,NORM,Y,E,84,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1994,14,4872,,1,96.63,Days with thunderstorms,Jours avec orages,13,1.05
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.85.1,NORM,Y,E,85,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1994,14,434,,0,100,Days with hail,Jours avec grêle,1,0.07
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.85.2,NORM,Y,E,85,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1994,13,367,,1,100,Days with hail,Jours avec grêle,2,0
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.85.3,NORM,Y,E,85,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1994,14,434,,0,100,Days with hail,Jours avec grêle,3,0.07
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.85.4,NORM,Y,E,85,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1994,14,420,,0,100,Days with hail,Jours avec grêle,4,0
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.85.5,NORM,Y,E,85,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1994,14,434,,0,100,Days with hail,Jours avec grêle,5,0
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.85.6,NORM,Y,E,85,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1994,14,420,,0,100,Days with hail,Jours avec grêle,6,0
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.85.7,NORM,Y,E,85,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1994,14,434,,0,100,Days with hail,Jours avec grêle,7,0
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.85.8,NORM,Y,E,85,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1993,13,403,,0,100,Days with hail,Jours avec grêle,8,0
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.85.9,NORM,Y,E,85,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1991,11,330,,0,100,Days with hail,Jours avec grêle,9,0
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.85.10,NORM,Y,E,85,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1993,13,403,,0,100,Days with hail,Jours avec grêle,10,0
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.85.11,NORM,Y,E,85,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1993,13,390,,0,100,Days with hail,Jours avec grêle,11,0
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.85.12,NORM,Y,E,85,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1993,13,403,,0,100,Days with hail,Jours avec grêle,12,0
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.85.13,NORM,Y,E,85,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,1994,14,4872,,1,100,Days with hail,Jours avec grêle,13,0.14
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.52.1,NORM,Y,A,52,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,26,806,,1,100,Total rainfall mm,Quantité totale de pluie en mm,1,240.48
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.52.2,NORM,Y,A,52,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,25,706,,2,96.19,Total rainfall mm,Quantité totale de pluie en mm,2,137.39
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.52.3,NORM,Y,A,52,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,775,,1,100,Total rainfall mm,Quantité totale de pluie en mm,3,161.34
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.52.4,NORM,Y,A,52,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,750,,1,100,Total rainfall mm,Quantité totale de pluie en mm,4,127.66
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.52.5,NORM,Y,A,52,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,775,,1,100,Total rainfall mm,Quantité totale de pluie en mm,5,100.72
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.52.6,NORM,Y,C,52,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,720,,2,96,Total rainfall mm,Quantité totale de pluie en mm,6,83.15
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.52.7,NORM,Y,C,52,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,23,713,,2,100,Total rainfall mm,Quantité totale de pluie en mm,7,47.25
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.52.8,NORM,Y,C,52,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,744,,2,100,Total rainfall mm,Quantité totale de pluie en mm,8,50.7
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.52.9,NORM,Y,C,52,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,720,,1,100,Total rainfall mm,Quantité totale de pluie en mm,9,73.54
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.52.10,NORM,Y,C,52,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,744,,2,100,Total rainfall mm,Quantité totale de pluie en mm,10,179.78
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.52.11,NORM,Y,C,52,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,23,690,,1,95.83,Total rainfall mm,Quantité totale de pluie en mm,11,281.51
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.52.12,NORM,Y,C,52,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,23,713,,1,95.83,Total rainfall mm,Quantité totale de pluie en mm,12,214.9
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.52.13,NORM,Y,C,52,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,26,8856,,2,98.65,Total rainfall mm,Quantité totale de pluie en mm,13,1698.42
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.53.1,NORM,Y,A,53,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,26,806,,1,100,StdDev total rainfall mm,Écart-type de la quantité totale de pluie en mm,1,94.98
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.53.2,NORM,Y,A,53,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,25,706,,2,96.19,StdDev total rainfall mm,Écart-type de la quantité totale de pluie en mm,2,67.06
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.53.3,NORM,Y,A,53,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,775,,1,100,StdDev total rainfall mm,Écart-type de la quantité totale de pluie en mm,3,57.63
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.53.4,NORM,Y,A,53,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,750,,1,100,StdDev total rainfall mm,Écart-type de la quantité totale de pluie en mm,4,52.19
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.53.5,NORM,Y,A,53,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,775,,1,100,StdDev total rainfall mm,Écart-type de la quantité totale de pluie en mm,5,38.37
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.53.6,NORM,Y,C,53,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,720,,2,96,StdDev total rainfall mm,Écart-type de la quantité totale de pluie en mm,6,46.88
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.53.7,NORM,Y,C,53,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,23,713,,2,100,StdDev total rainfall mm,Écart-type de la quantité totale de pluie en mm,7,27.24
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.53.8,NORM,Y,C,53,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,744,,2,100,StdDev total rainfall mm,Écart-type de la quantité totale de pluie en mm,8,58.24
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.53.9,NORM,Y,C,53,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,720,,1,100,StdDev total rainfall mm,Écart-type de la quantité totale de pluie en mm,9,41.34
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.53.10,NORM,Y,C,53,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,744,,2,100,StdDev total rainfall mm,Écart-type de la quantité totale de pluie en mm,10,94.71
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.53.11,NORM,Y,C,53,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,23,690,,1,95.83,StdDev total rainfall mm,Écart-type de la quantité totale de pluie en mm,11,102.78
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.53.12,NORM,Y,C,53,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,23,713,,1,95.83,StdDev total rainfall mm,Écart-type de la quantité totale de pluie en mm,12,68.68
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.53.13,NORM,Y,C,53,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,26,8856,,2,98.65,StdDev total rainfall mm,Écart-type de la quantité totale de pluie en mm,13,62.51
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.54.1,NORM,Y,A,54,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,26,806,,1,100,Total snowfall cm,Quantité totale de neige en cm,1,7.77
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.54.2,NORM,Y,A,54,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,25,706,,2,96.19,Total snowfall cm,Quantité totale de neige en cm,2,5.32
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.54.3,NORM,Y,A,54,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,775,,1,100,Total snowfall cm,Quantité totale de neige en cm,3,1.24
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.54.4,NORM,Y,A,54,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,750,,1,100,Total snowfall cm,Quantité totale de neige en cm,4,0.32
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.54.5,NORM,Y,A,54,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,775,,1,100,Total snowfall cm,Quantité totale de neige en cm,5,0.09
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.54.6,NORM,Y,C,54,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,720,,2,96,Total snowfall cm,Quantité totale de neige en cm,6,0
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.54.7,NORM,Y,C,54,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,23,713,,2,100,Total snowfall cm,Quantité totale de neige en cm,7,0
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.54.8,NORM,Y,C,54,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,744,,2,100,Total snowfall cm,Quantité totale de neige en cm,8,0
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.54.9,NORM,Y,C,54,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,720,,1,100,Total snowfall cm,Quantité totale de neige en cm,9,0
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.54.10,NORM,Y,C,54,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,744,,2,100,Total snowfall cm,Quantité totale de neige en cm,10,0.08
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.54.11,NORM,Y,C,54,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,23,690,,1,95.83,Total snowfall cm,Quantité totale de neige en cm,11,3.07
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.54.12,NORM,Y,C,54,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,23,713,,1,95.83,Total snowfall cm,Quantité totale de neige en cm,12,8.48
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.54.13,NORM,Y,C,54,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,26,8856,,2,98.65,Total snowfall cm,Quantité totale de neige en cm,13,26.37
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.55.1,NORM,Y,A,55,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,26,806,,1,100,StdDev total snowfall cm,Écart-type de la quantité totale de neige en cm,1,10.12
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.55.2,NORM,Y,A,55,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,25,706,,2,96.19,StdDev total snowfall cm,Écart-type de la quantité totale de neige en cm,2,9.02
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.55.3,NORM,Y,A,55,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,775,,1,100,StdDev total snowfall cm,Écart-type de la quantité totale de neige en cm,3,2.65
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.55.4,NORM,Y,A,55,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,750,,1,100,StdDev total snowfall cm,Écart-type de la quantité totale de neige en cm,4,1.41
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.55.5,NORM,Y,A,55,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,775,,1,100,StdDev total snowfall cm,Écart-type de la quantité totale de neige en cm,5,0.4
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.55.6,NORM,Y,C,55,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,720,,2,96,StdDev total snowfall cm,Écart-type de la quantité totale de neige en cm,6,0
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.55.7,NORM,Y,C,55,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,23,713,,2,100,StdDev total snowfall cm,Écart-type de la quantité totale de neige en cm,7,0
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.55.8,NORM,Y,C,55,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,744,,2,100,StdDev total snowfall cm,Écart-type de la quantité totale de neige en cm,8,0
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.55.9,NORM,Y,C,55,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,720,,1,100,StdDev total snowfall cm,Écart-type de la quantité totale de neige en cm,9,0
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.55.10,NORM,Y,C,55,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,744,,2,100,StdDev total snowfall cm,Écart-type de la quantité totale de neige en cm,10,0.27
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.55.11,NORM,Y,C,55,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,23,690,,1,95.83,StdDev total snowfall cm,Écart-type de la quantité totale de neige en cm,11,8.78
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.55.12,NORM,Y,C,55,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,23,713,,1,95.83,StdDev total snowfall cm,Écart-type de la quantité totale de neige en cm,12,15.98
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.55.13,NORM,Y,C,55,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,26,8856,,2,98.65,StdDev total snowfall cm,Écart-type de la quantité totale de neige en cm,13,4.05
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.56.1,NORM,Y,A,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,26,806,,1,100,Total precipitation mm,Précipitations totales en mm,1,248.25
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.56.2,NORM,Y,A,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,25,706,,2,96.19,Total precipitation mm,Précipitations totales en mm,2,142.7
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.56.3,NORM,Y,A,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,775,,1,100,Total precipitation mm,Précipitations totales en mm,3,162.58
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.56.4,NORM,Y,A,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,750,,1,100,Total precipitation mm,Précipitations totales en mm,4,127.98
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.56.5,NORM,Y,A,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,775,,1,100,Total precipitation mm,Précipitations totales en mm,5,100.8
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.56.6,NORM,Y,C,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,720,,2,96,Total precipitation mm,Précipitations totales en mm,6,83.15
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.56.7,NORM,Y,C,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,23,713,,2,100,Total precipitation mm,Précipitations totales en mm,7,47.25
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.56.8,NORM,Y,C,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,744,,2,100,Total precipitation mm,Précipitations totales en mm,8,50.7
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.56.9,NORM,Y,C,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,720,,1,100,Total precipitation mm,Précipitations totales en mm,9,73.54
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.56.10,NORM,Y,C,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,744,,2,100,Total precipitation mm,Précipitations totales en mm,10,179.86
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.56.11,NORM,Y,C,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,23,690,,1,95.83,Total precipitation mm,Précipitations totales en mm,11,284.58
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.56.12,NORM,Y,C,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,23,713,,1,95.83,Total precipitation mm,Précipitations totales en mm,12,223.39
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.56.13,NORM,Y,C,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,26,8856,,2,98.65,Total precipitation mm,Précipitations totales en mm,13,1724.78
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.57.1,NORM,Y,A,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,26,806,,1,100,StdDev total precipitation mm,Écart-type des précipitations totales en mm,1,94.38
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.57.2,NORM,Y,A,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,25,706,,2,96.19,StdDev total precipitation mm,Écart-type des précipitations totales en mm,2,68.15
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.57.3,NORM,Y,A,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,775,,1,100,StdDev total precipitation mm,Écart-type des précipitations totales en mm,3,57
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.57.4,NORM,Y,A,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,750,,1,100,StdDev total precipitation mm,Écart-type des précipitations totales en mm,4,52.62
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.57.5,NORM,Y,A,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,775,,1,100,StdDev total precipitation mm,Écart-type des précipitations totales en mm,5,38.37
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.57.6,NORM,Y,C,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,720,,2,96,StdDev total precipitation mm,Écart-type des précipitations totales en mm,6,46.88
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.57.7,NORM,Y,C,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,23,713,,2,100,StdDev total precipitation mm,Écart-type des précipitations totales en mm,7,27.24
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.57.8,NORM,Y,C,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,744,,2,100,StdDev total precipitation mm,Écart-type des précipitations totales en mm,8,58.24
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.57.9,NORM,Y,C,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,720,,1,100,StdDev total precipitation mm,Écart-type des précipitations totales en mm,9,41.34
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.57.10,NORM,Y,C,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,744,,2,100,StdDev total precipitation mm,Écart-type des précipitations totales en mm,10,94.65
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.57.11,NORM,Y,C,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,23,690,,1,95.83,StdDev total precipitation mm,Écart-type des précipitations totales en mm,11,105.4
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.57.12,NORM,Y,C,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,23,713,,1,95.83,StdDev total precipitation mm,Écart-type des précipitations totales en mm,12,68.62
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.57.13,NORM,Y,C,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,26,8856,,2,98.65,StdDev total precipitation mm,Écart-type des précipitations totales en mm,13,62.74
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.61.1,NORM,Y,A,61,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,26,806,,1,100,Days with rainfall GE 0.2 mm,"Jours avec chutes de pluie >= 0,2 mm",1,20.08
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.61.2,NORM,Y,A,61,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,25,706,,2,96.19,Days with rainfall GE 0.2 mm,"Jours avec chutes de pluie >= 0,2 mm",2,14.92
-123.11527777777778,49.31478333333333,N VANCOUVER WHARVES,1105669,833.61.3,NORM,Y,A,61,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,775,,1,100,Days with rainfall GE 0.2 mm,"Jours avec chutes de pluie >= 0,2 mm",3,18.72
